MassAniso: 0.207901
RelativeDielectric: 11.4

Energy SU(meV): 19.9437
Length SU(nm): 3.16673


PotentialIdx,Exponent,Coefficient(Real),Coefficient(Imag),Symmetry,
0,-1,-2,0,

SolidAngleFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

SlaterFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0

GaussFunc
PotentialIdx,E(Real),E(Imag),X(Real),X(Imag),Y(Real),Y(Imag),Z(Real),Z(Imag),XX(Real),XX(Imag),YY(Real),YY(Imag),ZZ(Real),ZZ(Imag),XY(Real),XY(Imag),XZ(Real),XZ(Imag),YZ(Real),YZ(Imag)
0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0


WavefunctionType: 1

BasisIdx,m,l,k,Azimuth,Symmetry,
0,0,0,0,1,A1
1,0,0,1,1,A1
2,0,0,2,1,A1
3,0,0,3,1,A1
4,0,2,0,1,A1
5,0,2,1,1,A1
6,0,2,2,1,A1
7,0,2,3,1,A1
8,0,4,0,1,A1
9,0,4,1,1,A1
10,0,4,2,1,A1
11,0,4,3,1,A1
12,0,6,0,1,A1
13,0,6,1,1,A1
14,0,6,2,1,A1
15,0,6,3,1,A1


Radius0(AU),Aniso0,Energy0(AU),Variance0,Energy1(AU),Variance1,Energy2(AU),Variance2,Energy3(AU),Variance3,Energy4(AU),Variance4,Energy5(AU),Variance5,Energy6(AU),Variance6,Energy7(AU),Variance7,Energy8(AU),Variance8,Energy9(AU),Variance9,Energy10(AU),Variance10,Energy11(AU),Variance11,Energy12(AU),Variance12,Energy13(AU),Variance13,Energy14(AU),Variance14,Energy15(AU),Variance15,Del
0.110937,1.71289,1.47615,304.511,9.39618,4.20939,14.6359,1.38514,19.8666,0.853324,25.1513,7.14791,33.5718,2.00293,40.0235,1.06748,47.9789,0.550502,75.364,0.759704,89.048,1.17706,105.475,0.986682,125.719,2.13654,184.609,0.270641,237.774,0.357701,312.748,0.641842,626.935,2.26281,0
0.110937,1.73223,1.51366,294.477,9.53006,4.14276,14.808,1.36922,19.9659,0.844562,25.5626,7.20263,34.0034,1.94713,40.3141,1.02609,48.1026,0.544179,76.8687,0.72591,90.1229,1.14742,105.947,0.980464,125.951,2.18215,187.47,0.264508,239.881,0.348529,315.055,0.632436,629.692,2.2661,0
0.110937,1.75156,1.55101,285.119,9.66412,4.08012,14.9824,1.3546,20.0688,0.835808,25.9686,7.25862,34.4393,1.89186,40.6164,0.985277,48.2312,0.537791,78.3859,0.693343,91.2077,1.11712,106.424,0.973979,126.189,2.22867,190.33,0.258884,241.996,0.340221,317.424,0.623087,632.509,2.26934,0
0.110937,1.7709,1.58819,276.373,9.79835,4.02123,15.1588,1.34123,20.1755,0.82708,26.3689,7.31526,34.8793,1.83738,40.9309,0.945341,48.3652,0.531337,79.9151,0.661928,92.3022,1.08609,106.906,0.967283,126.434,2.27616,193.185,0.253715,244.119,0.332739,319.854,0.613827,635.385,2.27252,0
0.110937,1.79023,1.62521,268.186,9.9327,3.96589,15.3372,1.32907,20.2863,0.818401,26.763,7.37191,35.3229,1.78395,41.258,0.906588,48.5047,0.524813,81.4556,0.631603,93.4063,1.05423,107.394,0.960437,126.686,2.32469,196.035,0.248953,246.25,0.326042,322.346,0.604686,638.321,2.27565,0
0.110937,1.80957,1.66207,260.508,10.0672,3.91389,15.5173,1.31806,20.4013,0.809796,27.1504,7.42795,35.7697,1.73183,41.5983,0.869321,48.6501,0.518215,83.0065,0.602318,94.5196,1.02144,107.888,0.953512,126.946,2.3743,198.877,0.244556,248.391,0.320089,324.901,0.595697,641.319,2.2787,0
0.110937,1.82891,1.69876,253.297,10.2017,3.86506,15.6989,1.30815,20.5206,0.801292,27.5308,7.48278,36.2193,1.68125,41.9523,0.833834,48.8018,0.511535,84.5669,0.574033,95.6418,0.987599,108.389,0.946585,127.214,2.42504,201.708,0.240489,250.543,0.314832,327.519,0.586895,644.379,2.28168,0
0.110937,1.84824,1.73529,246.512,10.3363,3.81922,15.882,1.29926,20.6445,0.79292,27.9039,7.53586,36.6713,1.63246,42.3202,0.800399,48.9603,0.504766,86.1358,0.546723,96.7723,0.952575,108.899,0.93974,127.492,2.47696,204.527,0.23672,252.706,0.310227,330.199,0.578315,647.503,2.28457,0
0.110937,1.86758,1.77166,240.12,10.4709,3.77622,16.0664,1.29133,20.7732,0.784714,28.2692,7.58665,37.125,1.58566,42.7023,0.769261,49.126,0.497898,87.712,0.520378,97.9104,0.916228,109.417,0.933064,127.78,2.53008,207.332,0.233223,254.883,0.306226,332.941,0.56999,650.69,2.28737,0
0.110937,1.88691,1.80788,234.09,10.6056,3.73591,16.2517,1.28429,20.9068,0.776709,28.6265,7.63471,37.5801,1.54106,43.0988,0.740631,49.2997,0.49092,89.294,0.495002,99.0554,0.878416,109.947,0.926647,128.079,2.58444,210.119,0.229979,257.075,0.302781,335.746,0.561957,653.942,2.29007,0
0.110937,1.90625,1.84394,228.394,10.7402,3.69814,16.4379,1.27808,21.0456,0.768945,28.9757,7.67965,38.036,1.49885,43.5098,0.714674,49.482,0.483822,90.8802,0.470617,100.206,0.839006,110.488,0.920566,128.39,2.64002,212.887,0.226969,259.283,0.299843,338.612,0.554247,657.259,2.29266,0
0.110937,1.92559,1.87984,223.006,10.8749,3.66279,16.6248,1.27261,21.1897,0.761463,29.3164,7.72112,38.4922,1.45919,43.935,0.691508,49.6737,0.476591,92.4686,0.447261,101.361,0.797897,111.045,0.914876,128.715,2.69681,215.633,0.22418,261.509,0.297364,341.54,0.546895,660.643,2.29513,0
0.110937,1.94492,1.9156,217.903,11.0095,3.62974,16.8121,1.26781,21.3393,0.754306,29.6487,7.75889,38.9483,1.42222,44.3741,0.671201,49.8758,0.46922,94.0569,0.424989,102.517,0.755051,111.619,0.909577,129.054,2.75477,218.355,0.221603,263.756,0.295297,344.529,0.539932,664.094,2.29747,0
0.110937,1.96426,1.9512,213.065,11.144,3.59886,16.9998,1.26362,21.4947,0.747515,29.9724,7.79277,39.4038,1.38807,44.8264,0.653763,50.0894,0.461704,95.6424,0.403871,103.674,0.710549,112.216,0.90458,129.408,2.81381,221.05,0.219229,266.025,0.293594,347.578,0.533386,667.613,2.29968,0
0.110937,1.98359,1.98665,208.473,11.2785,3.57005,17.1875,1.25995,21.656,0.741134,30.2874,7.82265,39.8583,1.35683,45.291,0.639156,50.3159,0.454047,97.2218,0.383987,104.827,0.66467,112.838,0.899637,129.781,2.87379,223.716,0.217056,268.32,0.29221,350.686,0.527285,671.202,2.30175,0
0.110937,2.00293,2.02196,204.11,11.413,3.5432,17.3751,1.25674,21.8234,0.735205,30.5939,7.84851,40.3115,1.32856,45.7667,0.627283,50.5569,0.446269,98.7913,0.365421,105.972,0.617998,113.494,0.894263,130.173,2.93451,226.351,0.215081,270.641,0.291102,353.853,0.521654,674.86,2.30367,0
0.110937,2.02227,2.05713,199.961,11.5473,3.51823,17.5626,1.25392,21.997,0.729767,30.8918,7.87036,40.7631,1.3033,46.2518,0.617997,50.8143,0.438413,100.346,0.34825,107.105,0.571543,114.189,0.88765,130.586,2.99567,228.952,0.213304,272.991,0.290228,357.077,0.516516,678.589,2.30544,0
0.110937,2.0416,2.09215,196.011,11.6815,3.49503,17.7496,1.25143,22.177,0.724855,31.1813,7.88831,41.2126,1.28103,46.7442,0.611093,51.0903,0.430562,101.88,0.332536,108.22,0.526827,114.933,0.878617,131.024,3.05683,231.517,0.211725,275.372,0.289551,360.359,0.511891,682.39,2.30704,0
0.110937,2.06094,2.12704,192.247,11.8156,3.47352,17.9361,1.24922,22.3636,0.720499,31.4625,7.90248,41.6598,1.26172,47.2417,0.606303,51.3876,0.422846,103.387,0.318314,109.313,0.485849,115.734,0.865709,131.489,3.11741,234.044,0.210347,277.787,0.289035,363.696,0.507796,686.262,2.30847,0
0.110937,2.08027,2.16178,188.658,11.9496,3.45362,18.1221,1.24723,22.5568,0.716724,31.7354,7.91306,42.1045,1.24527,47.7413,0.603296,51.709,0.415465,104.858,0.305598,110.381,0.450793,116.6,0.847527,131.985,3.17659,236.532,0.209171,280.237,0.288648,367.087,0.504245,690.208,2.30972,0
0.110937,2.09961,2.19639,185.231,12.0834,3.43525,18.3073,1.24542,22.7567,0.713547,32.0004,7.92027,42.5462,1.23157,48.2399,0.601672,52.0577,0.408689,106.28,0.294415,111.425,0.423458,117.538,0.823336,132.516,3.23324,238.978,0.208198,282.724,0.288365,370.533,0.501251,694.228,2.31078,0
0.110937,2.11895,2.23087,181.959,12.2171,3.41834,18.4918,1.24377,22.9634,0.71098,32.2577,7.92434,42.9848,1.22044,48.7345,0.600982,52.4371,0.402856,107.643,0.284875,112.45,0.404591,118.551,0.793742,133.086,3.2859,241.383,0.20743,285.249,0.28816,374.031,0.498822,698.323,2.31165,0
0.110937,2.13828,2.26522,178.83,12.3506,3.4028,18.6755,1.24226,23.1769,0.709023,32.5073,7.92554,43.4199,1.21168,49.2221,0.600771,52.85,0.398325,108.928,0.277283,113.469,0.393498,119.636,0.761054,133.701,3.33262,243.744,0.206866,287.814,0.288017,377.58,0.496965,702.494,2.31233,0
0.110937,2.15762,2.29944,175.836,12.4839,3.38859,18.8584,1.24086,23.3973,0.707673,32.7497,7.92413,43.8511,1.20506,49.7004,0.600646,53.299,0.395413,110.121,0.27218,114.498,0.388245,120.788,0.729115,134.367,3.37094,246.062,0.206505,290.419,0.28792,381.18,0.495685,706.74,2.31279,0
0.110937,2.17695,2.33354,172.971,12.617,3.37563,19.0405,1.23958,23.6245,0.706916,32.9849,7.9204,44.2781,1.20034,50.168,0.600359,53.7856,0.394316,111.209,0.270157,115.552,0.386465,121.996,0.702699,135.091,3.39784,248.335,0.206342,293.065,0.287862,384.829,0.494982,711.064,2.31306,0
0.110937,2.19629,2.36751,170.225,12.7499,3.36387,19.2219,1.23841,23.8585,0.706732,33.2133,7.9146,44.7004,1.19725,50.6246,0.599858,54.3101,0.395047,112.186,0.271443,116.641,0.386403,123.249,0.686811,135.881,3.40983,250.564,0.206373,295.752,0.287835,388.526,0.494857,715.465,2.3131,0
0.110937,2.21562,2.40136,167.593,12.8826,3.35324,19.4025,1.23738,24.0993,0.707096,33.4352,7.90701,45.1177,1.1955,51.0714,0.599291,54.8716,0.397442,113.057,0.275632,117.764,0.38758,124.534,0.686056,136.746,3.40317,252.749,0.206593,298.481,0.287841,392.271,0.495305,719.945,2.31293,0
0.110937,2.23496,2.43509,165.068,13.015,3.34369,19.5824,1.23648,24.3468,0.707976,33.6508,7.89789,45.5296,1.19482,51.5103,0.598939,55.4683,0.401206,113.835,0.281892,118.912,0.390716,125.839,0.704029,137.692,3.37437,254.89,0.206992,301.251,0.287881,396.061,0.496323,724.504,2.31253,0
0.110937,2.2543,2.4687,162.645,13.1472,3.33518,19.7618,1.23576,24.6009,0.709338,33.8603,7.88747,45.9356,1.19495,51.9438,0.599143,56.0977,0.405994,114.536,0.289412,120.072,0.397243,127.155,0.742662,138.729,3.32086,256.989,0.207563,304.062,0.287961,399.897,0.497904,729.143,2.31191,0
0.110937,2.27363,2.5022,160.317,13.2792,3.32765,19.9408,1.23522,24.8615,0.711145,34.064,7.87598,46.3353,1.19564,52.3749,0.600223,56.7571,0.411474,115.174,0.297671,121.232,0.408893,128.472,0.801598,139.862,3.24178,259.047,0.208296,306.913,0.288089,403.776,0.500039,733.863,2.31105,0
0.110937,2.29297,2.53559,158.081,13.4108,3.32106,20.1194,1.2349,25.1285,0.713357,34.2621,7.86364,46.7286,1.19668,52.8063,0.602433,57.4438,0.417371,115.762,0.306449,122.379,0.427456,129.786,0.877811,141.096,3.13856,261.064,0.209181,309.803,0.288277,407.698,0.502717,738.663,2.30997,0
0.110937,2.3123,2.56887,155.931,13.5422,3.31536,20.2977,1.23483,25.4018,0.715935,34.455,7.85064,47.115,1.19787,53.2407,0.605946,58.1552,0.423477,116.31,0.31574,123.504,0.454587,131.095,0.965811,142.431,3.01504,263.042,0.210209,312.731,0.288537,411.663,0.505928,743.545,2.30865,0
0.110937,2.33164,2.60204,153.862,13.6733,3.31051,20.476,1.23502,25.6812,0.718839,34.6427,7.83716,47.4944,1.19907,53.6801,0.610847,58.889,0.429643,116.825,0.325645,124.6,0.49158,132.399,1.05852,143.868,2.87688,264.982,0.211369,315.696,0.288882,415.668,0.509658,748.51,2.30709,0
0.110937,2.35098,2.6351,151.871,13.8041,3.30648,20.6543,1.23551,25.9667,0.722031,34.8257,7.82336,47.8668,1.20019,54.1264,0.617152,59.6433,0.435772,117.313,0.336316,125.663,0.539108,133.702,1.14862,145.401,2.73058,266.886,0.212652,318.697,0.289327,419.714,0.513893,753.557,2.3053,0
0.110937,2.37031,2.66807,149.955,13.9346,3.30323,20.8327,1.23632,26.2581,0.725473,35.004,7.80939,48.2321,1.20116,54.5812,0.624811,60.4163,0.441801,117.778,0.347906,126.69,0.597036,135.008,1.22989,147.025,2.58231,268.757,0.21405,321.731,0.289886,423.799,0.518618,758.688,2.30327,0
0.110937,2.38965,2.70093,148.108,14.0648,3.30073,21.0115,1.23748,26.5552,0.729132,35.1779,7.79537,48.5905,1.20196,55.0454,0.633729,61.2068,0.447693,118.223,0.360554,127.678,0.664358,136.324,1.2981,148.732,2.43718,270.594,0.215555,324.799,0.290573,427.923,0.523817,763.902,2.301,0
0.110937,2.40898,2.73369,146.328,14.1946,3.29895,21.1906,1.239,26.858,0.732976,35.3476,7.78143,48.9421,1.2026,55.52,0.643775,62.0133,0.45343,118.651,0.374376,128.629,0.73932,137.653,1.35123,150.516,2.29882,272.401,0.21716,327.898,0.291405,432.084,0.529472,769.201,2.29849,0
0.110937,2.42832,2.76636,144.612,14.3242,3.29786,21.3703,1.24091,27.1662,0.736973,35.5133,7.76765,49.2872,1.20312,56.0054,0.654795,62.8349,0.459,119.063,0.389458,129.544,0.819675,139,1.38921,152.367,2.16946,274.178,0.218859,331.026,0.292394,436.283,0.535565,774.584,2.29575,0
0.110937,2.44766,2.79893,142.957,14.4534,3.29743,21.5507,1.24322,27.4798,0.741097,35.6752,7.75415,49.6261,1.20359,56.502,0.666622,63.6708,0.464401,119.461,0.40586,130.426,0.903009,140.366,1.41333,154.281,2.05015,275.928,0.220648,334.183,0.293555,440.518,0.542078,780.053,2.29277,0
0.110937,2.46699,2.83141,141.36,14.5822,3.29765,21.7319,1.24594,27.7987,0.745324,35.8334,7.74098,49.9594,1.20406,57.0099,0.679089,64.5203,0.469634,119.847,0.423613,131.279,0.987028,141.754,1.42563,156.25,1.94111,277.652,0.222523,337.367,0.2949,444.789,0.548991,785.607,2.28956,0
0.110937,2.48633,2.8638,139.818,14.7107,3.29848,21.914,1.24908,28.1227,0.749632,35.9882,7.72822,50.2874,1.20461,57.5291,0.69203,65.3826,0.474702,120.222,0.442727,132.104,1.06976,143.165,1.42837,158.27,1.84203,279.352,0.22448,340.577,0.296442,449.096,0.556286,791.247,2.28612,0
0.110937,2.50566,2.8961,138.33,14.8389,3.29991,22.0971,1.25265,28.4517,0.754001,36.1397,7.71592,50.6105,1.20532,58.0596,0.70529,66.2572,0.479609,120.585,0.463191,132.908,1.14966,144.597,1.42375,160.335,1.75226,281.029,0.226519,343.811,0.298193,453.437,0.563941,796.973,2.28246,0
0.110937,2.525,2.92832,136.891,14.9667,3.30193,22.2813,1.25665,28.7855,0.758413,36.288,7.70414,50.9294,1.20624,58.6011,0.718728,67.1437,0.484361,120.939,0.484974,133.692,1.22563,146.052,1.41367,162.442,1.67102,282.684,0.228638,347.069,0.300163,457.812,0.571937,802.785,2.27857,0
0.110937,2.54434,2.96045,135.501,15.0942,3.30451,22.4667,1.26109,29.1242,0.762854,36.4333,7.69293,51.2445,1.20744,59.1533,0.732219,68.0417,0.488961,121.284,0.508035,134.461,1.29695,147.527,1.39971,164.587,1.59749,284.32,0.230837,350.348,0.302364,462.221,0.580253,808.684,2.27446,0
0.110937,2.56367,2.9925,134.158,15.2213,3.30765,22.6535,1.26597,29.4676,0.767311,36.5758,7.6823,51.5562,1.20897,59.7161,0.745657,68.9507,0.493416,121.621,0.53232,135.217,1.36322,149.023,1.38311,166.768,1.53085,285.936,0.233116,353.648,0.304805,466.663,0.588868,814.67,2.27015,0
0.110937,2.58301,3.02447,132.859,15.3481,3.31133,22.8416,1.27128,29.8155,0.771772,36.7155,7.6723,51.8651,1.21086,60.2892,0.758951,69.8706,0.497731,121.949,0.557765,135.962,1.42433,150.538,1.36483,168.982,1.47035,287.535,0.235476,356.967,0.307494,471.139,0.597762,820.743,2.26562,0
0.110937,2.60234,3.05636,131.602,15.4745,3.31554,23.0312,1.27702,30.168,0.776228,36.8527,7.66294,52.1716,1.21313,60.8721,0.772025,70.801,0.50191,122.27,0.584302,136.7,1.4803,152.072,1.34556,171.228,1.4153,289.118,0.23792,360.306,0.310441,475.647,0.606913,826.904,2.26089,0
0.110937,2.62168,3.08818,130.386,15.6007,3.32028,23.2223,1.28319,30.5249,0.78067,36.9873,7.65425,52.4762,1.21581,61.4647,0.784821,71.7417,0.505957,122.584,0.611861,137.432,1.53132,153.623,1.32584,173.503,1.36507,290.685,0.240448,363.662,0.313652,480.187,0.616302,833.152,2.25596,0
0.110937,2.64102,3.11992,129.209,15.7264,3.32553,23.4151,1.28978,30.8861,0.785092,37.1196,7.64623,52.7792,1.2189,62.0665,0.797292,72.6925,0.509878,122.891,0.640366,138.16,1.57762,155.192,1.30601,175.806,1.31913,292.239,0.243065,367.035,0.317135,484.76,0.625906,839.487,2.25085,0
0.110937,2.66035,3.15159,128.07,15.8519,3.3313,23.6095,1.29678,31.2516,0.789487,37.2496,7.63891,53.0809,1.22241,62.6774,0.809404,73.6531,0.513677,123.192,0.669746,138.886,1.6195,156.777,1.28634,178.136,1.27699,293.778,0.245772,370.424,0.320897,489.364,0.635706,845.91,2.24555,0
0.110937,2.67969,3.18319,126.966,15.977,3.33757,23.8056,1.30418,31.6213,0.793852,37.3775,7.63229,53.3819,1.22633,63.297,0.82113,74.6234,0.517357,123.488,0.699928,139.61,1.65727,158.378,1.267,180.492,1.23823,295.306,0.248573,373.828,0.324942,494,0.645682,852.421,2.24007,0
0.110937,2.69902,3.21472,125.897,16.1019,3.34435,24.0035,1.31198,31.9951,0.798183,37.5034,7.62636,53.6823,1.23064,63.9251,0.832453,75.6032,0.520922,123.777,0.730842,140.334,1.69125,159.994,1.24811,182.873,1.20248,296.822,0.251472,377.246,0.329276,498.668,0.655814,859.02,2.23442,0
0.110937,2.71836,3.24618,124.862,16.2264,3.35164,24.2033,1.32016,32.373,0.802477,37.6273,7.62115,53.9824,1.23535,64.5614,0.843365,76.5924,0.524376,124.062,0.762422,141.058,1.72175,161.626,1.22974,185.278,1.16942,298.327,0.254471,380.679,0.333903,503.367,0.666082,865.706,2.2286,0
0.110937,2.7377,3.27758,123.858,16.3506,3.35942,24.4049,1.32872,32.7548,0.806734,37.7493,7.61663,54.2826,1.24043,65.2058,0.853859,77.5909,0.527724,124.342,0.794604,141.784,1.74907,163.272,1.21193,187.706,1.13877,299.823,0.257576,384.124,0.338829,508.097,0.676467,872.48,2.22263,0
0.110937,2.75703,3.30892,122.886,16.4746,3.36771,24.6084,1.33763,33.1407,0.810954,37.8696,7.61281,54.5831,1.24585,65.8579,0.863935,78.5986,0.530967,124.618,0.82733,142.511,1.77349,164.932,1.1947,190.158,1.11028,301.309,0.260789,387.582,0.344055,512.858,0.68695,879.342,2.21652,0
0.110937,2.77637,3.3402,121.942,16.5983,3.3765,24.8138,1.3469,33.5304,0.815137,37.9882,7.60968,54.884,1.25161,66.5176,0.873598,79.6152,0.53411,124.889,0.860546,143.241,1.79527,166.606,1.17804,192.631,1.08373,302.786,0.264115,391.053,0.349586,517.651,0.697514,886.291,2.21026,0
0.110937,2.7957,3.37141,121.028,16.7217,3.38579,25.0212,1.35651,33.9239,0.819287,38.1052,7.60724,55.1856,1.25768,67.1848,0.882852,80.6408,0.537155,125.157,0.894201,143.974,1.81466,168.293,1.16197,195.127,1.05894,304.256,0.267559,394.534,0.355422,522.474,0.708139,893.328,2.20386,0
0.110937,2.81504,3.40257,120.141,16.8449,3.3956,25.2305,1.36644,34.3213,0.82341,38.2206,7.60546,55.4881,1.26404,67.8592,0.891706,81.6753,0.540106,125.421,0.928251,144.71,1.83188,169.994,1.14645,197.644,1.03573,305.718,0.271125,398.027,0.361568,527.329,0.71881,900.452,2.19735,0
0.110937,2.83438,3.43367,119.28,16.9678,3.40591,25.4419,1.37669,34.7224,0.827514,38.3346,7.60434,55.7916,1.27066,68.5407,0.900171,82.7185,0.542966,125.681,0.962653,145.45,1.84713,171.708,1.13147,200.183,1.01397,307.173,0.274816,401.53,0.368022,532.214,0.72951,907.664,2.19071,0
0.110937,2.85371,3.46472,118.445,17.0905,3.41673,25.6553,1.38725,35.1272,0.831614,38.4472,7.60384,56.0962,1.27753,69.2291,0.908256,83.7704,0.545738,125.938,0.997372,146.193,1.8606,173.435,1.11702,202.742,0.993508,308.622,0.278638,405.043,0.374787,537.131,0.740222,914.962,2.18396,0
0.110937,2.87305,3.49572,117.634,17.2131,3.42808,25.8707,1.3981,35.5357,0.835732,38.5586,7.60394,56.4022,1.28462,69.9244,0.915973,84.8309,0.548424,126.192,1.03237,146.941,1.87245,175.175,1.10306,205.321,0.97424,310.065,0.282594,408.566,0.381863,542.079,0.750932,922.348,2.17712,0
0.110937,2.89238,3.52666,116.847,17.3354,3.43994,26.0882,1.40923,35.9478,0.839907,38.6686,7.60459,56.7096,1.29191,70.6264,0.923336,85.8999,0.551027,126.443,1.06763,147.692,1.88283,176.928,1.08958,207.921,0.95606,311.503,0.28669,412.099,0.389249,547.058,0.761625,929.82,2.17017,0
0.110937,2.91172,3.55755,116.083,17.4576,3.45233,26.3078,1.42064,36.3634,0.844205,38.7776,7.6057,57.0185,1.29938,71.3349,0.930355,86.9775,0.55355,126.692,1.10312,148.448,1.89189,178.693,1.07656,210.541,0.938877,312.936,0.29093,415.641,0.396945,552.069,0.772287,937.38,2.16314,0
0.110937,2.93105,3.5884,115.342,17.5796,3.46525,26.5294,1.43231,36.7826,0.848747,38.8854,7.60715,57.3291,1.30701,72.05,0.937044,88.0634,0.555996,126.938,1.13881,149.209,1.89974,180.47,1.06396,213.181,0.922606,314.364,0.295317,419.192,0.40495,557.111,0.782904,945.025,2.15604,0
0.110937,2.95039,3.6192,114.621,17.7014,3.4787,26.7531,1.44423,37.2053,0.853782,38.9922,7.60867,57.6413,1.31479,72.7714,0.943416,89.1578,0.558366,127.182,1.17469,149.974,1.9065,182.26,1.05177,215.841,0.907175,315.787,0.299858,422.751,0.413262,562.184,0.793464,952.757,2.14885,0
0.110937,2.96973,3.64996,113.921,17.8231,3.49269,26.9789,1.4564,37.6315,0.859868,39.0981,7.6097,57.9554,1.32268,73.4992,0.949483,90.2605,0.560664,127.424,1.21074,150.743,1.91226,184.063,1.03996,218.52,0.892517,317.207,0.304555,426.319,0.421879,567.289,0.803955,960.575,2.14161,0
0.110937,2.98906,3.68067,113.242,17.9447,3.50723,27.2068,1.4688,38.0609,0.868501,39.2032,7.60871,58.2713,1.33069,74.2332,0.955256,91.3715,0.562892,127.664,1.24695,151.518,1.91712,185.877,1.02852,221.218,0.878572,318.624,0.309414,429.895,0.430798,572.425,0.814367,968.478,2.13431,0
0.110937,3.0084,3.71134,112.581,18.0663,3.52232,27.4367,1.48143,38.4933,0.88485,39.3078,7.60053,58.5892,1.33879,74.9733,0.960748,92.4907,0.565051,127.902,1.2833,152.297,1.92115,187.703,1.01743,223.935,0.865285,320.037,0.314438,433.48,0.440017,577.594,0.824688,976.467,2.12695,0
0.110937,3.02773,3.74197,111.939,18.1877,3.53796,27.6688,1.49429,38.9278,0.937449,39.413,7.55661,58.9091,1.34696,75.7196,0.965971,93.6181,0.567144,128.138,1.31979,153.08,1.92444,189.542,1.00667,226.672,0.852608,321.447,0.319633,437.072,0.449532,582.794,0.834909,984.541,2.11956,0
0.110937,3.04707,3.77256,111.315,18.309,3.55417,27.903,1.50737,39.3561,1.55283,39.527,6.9504,59.231,1.35518,76.4718,0.970936,94.7537,0.569173,128.373,1.35641,153.869,1.92704,191.392,0.996224,229.427,0.840496,322.855,0.325002,440.672,0.45934,588.027,0.845021,992.7,2.11213,0
0.110937,3.06641,3.80311,110.709,18.4303,3.57094,28.1392,1.52065,39.5982,7.27333,39.8297,1.23954,59.555,1.36346,77.2301,0.975653,95.8974,0.57114,128.606,1.39316,154.662,1.92902,193.255,0.986071,232.201,0.828909,324.26,0.330549,444.279,0.469437,593.292,0.855016,1000.94,2.10466,0
0.110937,3.08574,3.83363,110.119,18.5516,3.58828,28.3775,1.53415,39.7062,7.58796,40.2692,0.935008,59.8811,1.37177,77.9942,0.980133,97.0492,0.573047,128.838,1.43002,155.461,1.93043,195.129,0.9762,234.994,0.81781,325.664,0.33628,447.894,0.479818,598.589,0.864885,1009.27,2.09718,0
0.110937,3.10508,3.86411,109.546,18.6729,3.6062,28.6179,1.54785,39.8079,7.63277,40.7177,0.900739,60.2095,1.38009,78.7642,0.984386,98.2091,0.574896,129.069,1.467,156.264,1.93131,197.015,0.966596,237.806,0.807164,327.065,0.342199,451.517,0.490478,603.918,0.874623,1017.68,2.08967,0
0.110937,3.12441,3.89456,108.988,18.7941,3.62469,28.8604,1.56175,39.9079,7.6519,41.1706,0.892562,60.54,1.38843,79.54,0.988422,99.377,0.576688,129.299,1.50409,157.072,1.93172,198.913,0.957246,240.636,0.796941,328.465,0.348308,455.147,0.501412,609.281,0.884222,1026.18,2.08215,0
0.110937,3.14375,3.92498,108.446,18.9154,3.64378,29.1049,1.57586,40.007,7.66504,41.6272,0.890776,60.8728,1.39676,80.3216,0.992249,100.553,0.578426,129.528,1.54129,157.885,1.93168,200.822,0.948138,243.485,0.787113,329.863,0.354614,458.784,0.512616,614.676,0.893676,1034.76,2.07463,0
0.110937,3.16309,3.95537,107.919,19.0367,3.66345,29.3515,1.59017,40.1053,7.67628,42.0872,0.891274,61.2078,1.40507,81.1089,0.995877,101.737,0.58011,129.755,1.57861,158.702,1.93123,202.744,0.939259,246.352,0.777653,331.261,0.36112,462.429,0.524083,620.104,0.902982,1043.42,2.0671,0
0.110937,3.18242,3.98573,107.406,19.158,3.68372,29.6001,1.60469,40.203,7.68687,42.5506,0.892773,61.5451,1.41337,81.902,0.999314,102.929,0.581743,129.982,1.61604,159.525,1.93041,204.676,0.930599,249.237,0.768538,332.657,0.36783,466.081,0.535807,625.565,0.912134,1052.16,2.05958,0
0.110937,3.20176,4.01606,106.907,19.2794,3.70459,29.8508,1.61942,40.3002,7.6973,43.0173,0.894767,61.8848,1.42163,82.7006,1.00257,104.129,0.583326,130.208,1.65359,160.352,1.92924,206.621,0.922147,252.14,0.759744,334.053,0.374749,469.741,0.547783,631.059,0.921128,1060.99,2.05207,0
